Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,counter
0.0150382865326062,0.0482186947825389,0.047903774294494,0.022358111039589,0.0466609548271575,0
-0.0283814991710438,0.0303970927718816,0.024575045405925,0.0430374005489657,0.0239097336434,1
0.0099036396523456,0.0311396834988637,-0.0206899921917766,0.0075085866223983,0.0051428120311946,1
0.0042414806919984,0.0115910020898434,0.0120452513715878,0.0012738632277194,0.0024711111748881,5
0.0023796626568774,0.0059043900244331,0.0061808601752624,-0.0003311037266164,0.0069455244375263,4
-0.0001091106096267,0.004194287061194,0.0026829851499898,0.005290498766101,0.0053307161088211,3
-0.0220900616933014,-0.0004480885803313,0.0090425175708897,0.0103719133666735,0.012178495621525,3
-0.0171675529550382,0.0077386363606813,-0.004386698857498,0.0069692933883308,0.0072871214724396,3
-0.0075847884691418,0.0119471772170402,-0.0041009558353093,-0.0121984827377477,-0.0043784828500548,4
-6.484560309054644e-05,-0.017193143553736,-0.0397351960956854,-0.0028182603076701,0.0027707948325783,4
